suggestion_id,session_id,turn_index,created_ts,latency_ms,was_shown,was_copied,was_sent
sg-904c550f6cd3,sid-0df24d920ef6,4,2025-09-14T10:48:29Z,6662,TRUE,TRUE,FALSE
sg-d283b7208df6,sid-751452b68c7c,1,2025-09-26T18:21:42Z,2288,TRUE,TRUE,TRUE
sg-2fa3fe9e26b2,sid-723dcb366cf4,6,2025-11-09T12:46:24Z,2974,TRUE,FALSE,TRUE
sg-ee6331f2cdf5,sid-42941f21db16,1,2025-09-01T16:25:08Z,539,TRUE,TRUE,TRUE
sg-615b057478d5,sid-d988e609eb02,4,2025-11-16T08:54:03Z,1791,TRUE,FALSE,FALSE
sg-9756c1461a63,sid-bc4b7ec7a3fd,0,2025-10-14T21:01:46Z,535,TRUE,TRUE,TRUE
sg-ba556ff6175c,sid-b8fc9f678ba1,1,2025-10-18T20:49:14Z,3448,TRUE,FALSE,TRUE
sg-ecd2f556d4f0,sid-35430db60474,1,2025-10-01T19:40:53Z,2868,TRUE,FALSE,TRUE
sg-632faf296fa4,sid-71adb0a3ecf2,4,2025-11-22T09:49:11Z,7845,TRUE,FALSE,TRUE
sg-6d115e80381f,sid-cc2be0f2475f,4,2025-11-02T09:10:01Z,2627,TRUE,TRUE,TRUE
sg-d0632099af30,sid-c23cf46a4ea2,6,2025-11-12T20:59:14Z,2449,FALSE,FALSE,FALSE
sg-1b36e1cdad4d,sid-e2621d7d3c3e,0,2025-10-24T18:00:59Z,2613,TRUE,TRUE,TRUE
sg-31fd9497af0a,sid-d73c6036bf14,7,2025-11-05T09:22:05Z,1630,FALSE,FALSE,FALSE
sg-0e68a1fbd21b,sid-e3cf5900da57,7,2025-09-11T20:16:12Z,1063,TRUE,TRUE,TRUE
sg-1c0d6e39fc13,sid-62de6145feee,0,2025-09-22T20:33:12Z,2848,FALSE,FALSE,FALSE
sg-256de32dffa2,sid-2fca788624cc,2,2025-10-04T16:21:45Z,2440,TRUE,TRUE,TRUE
sg-0d4afc56698d,sid-d988e609eb02,2,2025-11-16T08:23:17Z,2564,FALSE,FALSE,FALSE
sg-83598ea76ce8,sid-80d535acdb83,10,2025-10-09T18:48:06Z,1288,FALSE,FALSE,FALSE
sg-e9c03592649a,sid-12ab7cf4c627,4,2025-11-26T14:09:25Z,3552,FALSE,FALSE,FALSE
sg-2b61dd75ba83,sid-e3cf5900da57,2,2025-09-11T20:20:00Z,1174,TRUE,FALSE,TRUE
sg-c708fc457116,sid-04557b45111b,7,2025-10-31T16:33:03Z,1043,TRUE,TRUE,TRUE
sg-c9c5b90e951e,sid-ec7ad43231db,11,2025-09-16T19:26:06Z,3161,TRUE,FALSE,FALSE
sg-feaf83536c2a,sid-2fca788624cc,7,2025-10-04T16:26:02Z,6504,TRUE,FALSE,TRUE
sg-b7e9af56ca30,sid-cd0175fe043f,2,2025-10-15T12:38:20Z,3263,TRUE,TRUE,FALSE
sg-9b9428f593b8,sid-0df24d920ef6,0,2025-09-14T11:17:32Z,2519,FALSE,FALSE,FALSE
sg-f3454f64c600,sid-e651397c15b9,1,2025-09-14T16:07:47Z,1601,TRUE,TRUE,FALSE
sg-955555bdaca3,sid-fdd2dd23475b,7,2025-11-23T14:29:17Z,7330,FALSE,FALSE,FALSE
sg-130eb3fe6f5e,sid-ec6c87dce7b3,3,2025-11-05T15:53:10Z,7698,TRUE,FALSE,FALSE
sg-78550f784a6f,sid-793e1090d12f,1,2025-09-02T14:16:21Z,2184,TRUE,FALSE,TRUE
sg-35181263198d,sid-723dcb366cf4,2,2025-11-09T12:53:39Z,2078,TRUE,FALSE,FALSE
sg-3de35acba109,sid-db8d5c538db8,0,2025-10-22T14:47:28Z,4536,TRUE,FALSE,FALSE
sg-1e3795dd21d3,sid-04557b45111b,5,2025-10-31T16:26:48Z,3045,TRUE,FALSE,TRUE
sg-99a04c7ceba4,sid-32643b44fb66,7,2025-11-07T18:45:57Z,2379,FALSE,FALSE,FALSE
sg-f52072f3cfd1,sid-923bd8875faf,5,2025-11-21T09:28:02Z,2546,TRUE,FALSE,TRUE
sg-018f4be1a407,sid-253b06586f86,0,2025-11-16T11:54:40Z,1968,FALSE,FALSE,FALSE
sg-cd0da5ab7b0b,sid-75fad2e78e37,6,2025-10-21T11:06:18Z,2737,TRUE,FALSE,TRUE
sg-030c1e86b3eb,sid-41c32de70149,0,2025-11-08T13:12:14Z,2478,TRUE,FALSE,FALSE
sg-44142212ba07,sid-4f753745efb8,2,2025-10-17T13:11:42Z,1031,FALSE,FALSE,FALSE
sg-b83e00cd8729,sid-06136ff563e8,6,2025-09-05T11:41:53Z,2261,FALSE,FALSE,FALSE
sg-1dee2af4f994,sid-20c3dca9510d,5,2025-09-15T14:10:40Z,7941,TRUE,TRUE,FALSE
sg-6f9e002af895,sid-1e4609526c26,2,2025-11-10T09:24:54Z,3825,TRUE,TRUE,FALSE
sg-4d7f576505c6,sid-3d226009e79b,6,2025-09-20T08:50:42Z,1656,FALSE,FALSE,FALSE
sg-6a8f95efdca0,sid-ad787614aa49,5,2025-09-29T13:42:06Z,871,TRUE,TRUE,TRUE
sg-4048389061ea,sid-977c66ce6d1d,4,2025-11-27T12:20:28Z,2394,FALSE,FALSE,FALSE
sg-8ba1e9e5c392,sid-cb28c2caa7b7,1,2025-11-07T17:12:17Z,1620,TRUE,TRUE,FALSE
sg-c16186906ba6,sid-ca774c1a5775,0,2025-09-17T10:07:14Z,3988,TRUE,FALSE,FALSE
sg-d632f5376645,sid-42941f21db16,9,2025-09-01T16:35:35Z,3614,FALSE,FALSE,FALSE
sg-0ba2a8427453,sid-063211e315cb,3,2025-09-04T08:30:54Z,2029,TRUE,TRUE,TRUE
sg-811db83f3010,sid-59ec67ef7634,1,2025-11-15T19:08:24Z,3593,TRUE,TRUE,TRUE
sg-88375c770dbe,sid-41c32de70149,3,2025-11-08T13:09:34Z,2226,TRUE,FALSE,TRUE
sg-0b9698624bfc,sid-3d226009e79b,4,2025-09-20T09:39:15Z,3733,FALSE,FALSE,FALSE
sg-b47b8724cf24,sid-751452b68c7c,7,2025-09-26T19:05:10Z,2164,TRUE,TRUE,TRUE
sg-6037c35c0e8e,sid-dc5fdd1776be,4,2025-09-15T09:21:53Z,3106,TRUE,FALSE,FALSE
sg-92e5f76a796c,sid-b270c3066431,1,2025-10-14T21:21:47Z,1498,TRUE,FALSE,TRUE
sg-afca56a9bbfa,sid-df330c13f90c,3,2025-10-26T14:05:00Z,3029,TRUE,TRUE,TRUE
sg-af4e13bafaf8,sid-951cc34828c7,3,2025-10-21T16:32:06Z,2070,TRUE,FALSE,TRUE
sg-8162a3c7afaa,sid-2fca788624cc,5,2025-10-04T16:10:11Z,644,TRUE,FALSE,TRUE
sg-77de2cfaf9d9,sid-c21ce034c1c8,4,2025-11-02T10:25:40Z,2567,TRUE,TRUE,TRUE
sg-736d2009339f,sid-ca774c1a5775,2,2025-09-17T09:27:40Z,2784,TRUE,FALSE,TRUE
sg-b16003e9329b,sid-06136ff563e8,0,2025-09-05T11:52:21Z,1422,FALSE,FALSE,FALSE
sg-aea8247d1db3,sid-ad787614aa49,2,2025-09-29T14:06:24Z,1779,FALSE,FALSE,FALSE
sg-a5a28590798e,sid-ec6c87dce7b3,3,2025-11-05T16:01:17Z,2420,TRUE,FALSE,FALSE
sg-63c46c2a7539,sid-91bccdfcebb4,4,2025-11-29T11:37:33Z,626,TRUE,FALSE,TRUE
sg-e7c97790aa55,sid-9352ea9e0e55,0,2025-11-14T14:29:11Z,1337,FALSE,FALSE,FALSE
sg-720a654fb3ef,sid-bacfb1737292,4,2025-11-14T16:08:57Z,2444,FALSE,FALSE,FALSE
sg-1f751e81dd7d,sid-12ab7cf4c627,8,2025-11-26T13:46:02Z,1507,FALSE,FALSE,FALSE
sg-d141b5405d26,sid-3e8406c61af9,4,2025-10-21T11:05:01Z,3991,FALSE,FALSE,FALSE
sg-688bad3f9778,sid-0cb470d5a910,8,2025-10-15T09:24:53Z,1868,TRUE,TRUE,TRUE
sg-f86ac66e1eb2,sid-86653427e644,2,2025-09-19T14:41:22Z,2891,FALSE,FALSE,FALSE
sg-9d79b3a19466,sid-48f1c5a29d50,2,2025-11-08T08:05:02Z,2574,TRUE,FALSE,FALSE
sg-3547463c6d5c,sid-06136ff563e8,5,2025-09-05T11:32:11Z,7013,FALSE,FALSE,FALSE
sg-d80788e59495,sid-157f9ce0ddf8,5,2025-09-05T12:51:27Z,7749,TRUE,FALSE,FALSE
sg-3afe374b5793,sid-ccd374640dca,3,2025-09-05T10:04:58Z,1304,FALSE,FALSE,FALSE
sg-727bf60f1b81,sid-12ab7cf4c627,1,2025-11-26T14:15:10Z,3244,FALSE,FALSE,FALSE
sg-307f61c7b9c5,sid-80d535acdb83,4,2025-10-09T18:48:08Z,2089,FALSE,FALSE,FALSE
sg-32e7e2f5696f,sid-583db615f3cb,0,2025-10-07T21:10:42Z,3662,TRUE,TRUE,TRUE
sg-cdf38261de00,sid-5a2e232e5792,2,2025-09-15T20:51:56Z,853,FALSE,FALSE,FALSE
sg-030c3a460473,sid-2b7ac129599e,1,2025-10-29T12:49:28Z,5295,FALSE,FALSE,FALSE
sg-e3cf23f41c0d,sid-db42e66305f6,3,2025-11-02T11:30:42Z,939,TRUE,FALSE,FALSE
sg-5ef49cf13d53,sid-06136ff563e8,0,2025-09-05T11:49:21Z,1199,FALSE,FALSE,FALSE
sg-948e77c79804,sid-dc5fdd1776be,1,2025-09-15T09:09:00Z,3869,TRUE,TRUE,TRUE
sg-016d1e9caad3,sid-72936a2c940b,3,2025-11-06T15:57:55Z,1150,TRUE,TRUE,TRUE
sg-5cff7543aae8,sid-2fca788624cc,10,2025-10-04T16:01:36Z,3825,TRUE,FALSE,FALSE
sg-a03692da4aa6,sid-4f7120f7db89,3,2025-12-01T19:10:01Z,3108,TRUE,TRUE,TRUE
sg-eb4d9408ce25,sid-48f1c5a29d50,9,2025-11-08T08:41:51Z,929,TRUE,TRUE,TRUE
sg-1468ceb1641f,sid-c8a6acd6a5c8,1,2025-10-13T08:40:19Z,625,TRUE,TRUE,FALSE
sg-c1284cc5867b,sid-fb6f7ec20656,6,2025-11-24T16:50:42Z,2221,TRUE,FALSE,FALSE
sg-2fd035593797,sid-db8d5c538db8,10,2025-10-22T13:43:16Z,986,TRUE,TRUE,TRUE
sg-1babde11995c,sid-fdd2dd23475b,2,2025-11-23T14:38:43Z,3645,FALSE,FALSE,FALSE
sg-308c459ef064,sid-32643b44fb66,1,2025-11-07T19:09:56Z,2765,FALSE,FALSE,FALSE
sg-67b84ce31505,sid-aac7ec23f63d,6,2025-09-26T15:22:20Z,3699,FALSE,FALSE,FALSE
sg-eadb1e07085a,sid-7ddf861d30a5,2,2025-11-08T13:05:37Z,3409,TRUE,FALSE,FALSE
sg-9a2e4d06e074,sid-b2900061c585,6,2025-09-08T18:11:04Z,7617,TRUE,TRUE,FALSE
sg-e631bc0a2f7c,sid-32643b44fb66,0,2025-11-07T19:14:20Z,3368,FALSE,FALSE,FALSE
sg-8b91f054ea42,sid-7ddf861d30a5,4,2025-11-08T13:03:59Z,3976,TRUE,TRUE,TRUE
sg-199cdaa11405,sid-ad787614aa49,1,2025-09-29T13:46:26Z,2182,FALSE,FALSE,FALSE
sg-deab41cad6b5,sid-3d226009e79b,8,2025-09-20T09:11:19Z,3255,FALSE,FALSE,FALSE
sg-65e61c034040,sid-4f8c2b8f29b1,4,2025-10-08T17:38:48Z,3182,FALSE,FALSE,FALSE
sg-7661f344070f,sid-0cb470d5a910,1,2025-10-15T09:22:10Z,3251,TRUE,TRUE,TRUE
sg-88e32a729dc8,sid-0a54ba47484c,6,2025-09-24T10:57:29Z,3225,FALSE,FALSE,FALSE
sg-1667c3efb862,sid-e651397c15b9,4,2025-09-14T16:11:44Z,2646,FALSE,FALSE,FALSE
sg-2c2928d5dc83,sid-35442343b21d,5,2025-09-27T15:37:16Z,3228,TRUE,FALSE,FALSE
sg-bc4a41f8157a,sid-fdd2dd23475b,0,2025-11-23T14:39:42Z,2149,FALSE,FALSE,FALSE
sg-9a6ce5cc3a49,sid-de7fa19df902,7,2025-09-29T16:55:04Z,1111,FALSE,FALSE,FALSE
sg-c7fc0826e821,sid-9f6a03ebe395,5,2025-11-23T09:15:37Z,2234,TRUE,FALSE,FALSE
sg-2652df1e891e,sid-91bccdfcebb4,0,2025-11-29T11:39:32Z,1123,TRUE,TRUE,FALSE
sg-6a8206130d64,sid-db42e66305f6,7,2025-11-02T11:31:40Z,2356,TRUE,FALSE,FALSE
sg-705eb60d47ea,sid-b270c3066431,9,2025-10-14T20:49:10Z,1715,TRUE,FALSE,FALSE
sg-e59b93aab3e3,sid-977c66ce6d1d,1,2025-11-27T12:02:25Z,3015,FALSE,FALSE,FALSE
sg-add834aeb523,sid-1962bf348169,1,2025-10-09T12:55:18Z,2157,FALSE,FALSE,FALSE
sg-ddc030d46d57,sid-ec7ad43231db,0,2025-09-16T20:20:19Z,1842,TRUE,TRUE,FALSE
sg-df434287d34b,sid-9352ea9e0e55,3,2025-11-14T13:44:38Z,2946,FALSE,FALSE,FALSE
sg-8d66e5ae9a78,sid-75fad2e78e37,6,2025-10-21T11:50:52Z,3226,TRUE,TRUE,FALSE
sg-ead89a8a1391,sid-20c3dca9510d,9,2025-09-15T14:10:53Z,2348,TRUE,TRUE,FALSE
sg-19aafd83d750,sid-5a2e232e5792,8,2025-09-15T21:27:56Z,1167,FALSE,FALSE,FALSE
sg-bb5ffa1d8840,sid-de7fa19df902,1,2025-09-29T16:58:58Z,1482,FALSE,FALSE,FALSE
sg-bacf6df85867,sid-b8fc9f678ba1,2,2025-10-18T20:48:35Z,1183,TRUE,TRUE,TRUE
sg-022f8746cb82,sid-efb892f6c9c8,2,2025-11-11T18:52:18Z,990,FALSE,FALSE,FALSE
sg-93ac2d83888e,sid-35430db60474,1,2025-10-01T19:12:47Z,2346,FALSE,FALSE,FALSE
sg-97220fe7db2d,sid-751452b68c7c,0,2025-09-26T19:09:15Z,2847,TRUE,TRUE,FALSE
sg-80b100291e2e,sid-ad787614aa49,4,2025-09-29T14:27:43Z,2718,FALSE,FALSE,FALSE
sg-f78ee9a009f1,sid-fd59793f5583,9,2025-10-13T12:24:47Z,1641,FALSE,FALSE,FALSE
sg-7a1fdc1d2434,sid-37c811d6d284,1,2025-10-06T16:26:09Z,3152,FALSE,FALSE,FALSE
sg-25ebf0682fa2,sid-080447c6525c,8,2025-10-26T15:57:29Z,1448,FALSE,FALSE,FALSE
sg-2213c3618e3b,sid-f33aefd57b28,7,2025-09-01T19:36:51Z,5015,FALSE,FALSE,FALSE
sg-cf6584cb092f,sid-cb28c2caa7b7,4,2025-11-07T17:21:49Z,1371,TRUE,FALSE,FALSE
sg-76d281bfacec,sid-0cb470d5a910,2,2025-10-15T09:30:51Z,3774,TRUE,TRUE,FALSE
sg-1a9524eb7efe,sid-b8fc9f678ba1,5,2025-10-18T20:55:39Z,1347,TRUE,TRUE,TRUE
sg-a96a7cb73fdc,sid-91bccdfcebb4,3,2025-11-29T11:48:34Z,2826,TRUE,TRUE,FALSE
sg-78bf315b4f48,sid-caf3f5ab0da7,6,2025-10-29T16:23:16Z,3783,TRUE,TRUE,FALSE
sg-e0b04febbaf1,sid-e651397c15b9,1,2025-09-14T16:08:13Z,3408,TRUE,FALSE,FALSE
sg-94c25ccf2ed8,sid-32643b44fb66,3,2025-11-07T18:52:01Z,4469,TRUE,FALSE,TRUE
sg-dce85e9fdf36,sid-de7fa19df902,1,2025-09-29T17:07:04Z,5647,FALSE,FALSE,FALSE
sg-58a40f7b6ea1,sid-df330c13f90c,9,2025-10-26T13:31:35Z,1291,TRUE,TRUE,TRUE
sg-bf8e1b96d378,sid-d73c6036bf14,7,2025-11-05T08:35:43Z,662,FALSE,FALSE,FALSE
sg-6bb058d4dc12,sid-fb6f7ec20656,6,2025-11-24T17:02:39Z,1450,TRUE,TRUE,TRUE
sg-138eb6ddd0f6,sid-c8a6acd6a5c8,8,2025-10-13T08:41:14Z,1437,TRUE,FALSE,FALSE
sg-a2cd047403d9,sid-998895fd6b82,2,2025-11-12T12:03:05Z,7000,TRUE,FALSE,FALSE
sg-c742519725ab,sid-32643b44fb66,5,2025-11-07T18:51:21Z,3647,TRUE,FALSE,FALSE
sg-387cbb54e136,sid-2b7ac129599e,3,2025-10-29T12:59:51Z,2855,FALSE,FALSE,FALSE
sg-f0febce9e383,sid-b8fc9f678ba1,3,2025-10-18T20:36:35Z,3184,TRUE,FALSE,FALSE
sg-f356b29f1fa2,sid-2b7ac129599e,5,2025-10-29T13:17:42Z,4708,FALSE,FALSE,FALSE
sg-bc54d32ab32d,sid-977c66ce6d1d,3,2025-11-27T12:36:08Z,2441,FALSE,FALSE,FALSE
sg-6b7d47220c24,sid-86653427e644,1,2025-09-19T14:17:45Z,2869,FALSE,FALSE,FALSE
sg-7ad284711cc1,sid-c21ce034c1c8,1,2025-11-02T10:21:03Z,5286,TRUE,TRUE,FALSE
sg-dac9ca3aaa97,sid-cd0175fe043f,4,2025-10-15T12:21:23Z,3710,TRUE,FALSE,TRUE
sg-5c82712b345c,sid-583db615f3cb,6,2025-10-07T21:29:00Z,2663,TRUE,TRUE,TRUE
sg-604f660d17da,sid-91bccdfcebb4,1,2025-11-29T11:15:29Z,3328,TRUE,TRUE,TRUE
sg-d127653fa48a,sid-35442343b21d,4,2025-09-27T15:00:20Z,3285,TRUE,TRUE,TRUE
